"usstate","local_year","local_month","no2maxvalue","rank"
"Kansas",2008,3,49.1935483870968,1
"Country Of Mexico",2008,3,47.6451612903226,2
"Arizona",2008,3,44.4722222222222,3
"District Of Columbia",2008,3,39.741935483871,4
"Massachusetts",2008,3,38.2258064516129,5
"New Hampshire",2008,3,37,6
"Colorado",2008,3,36.9032258064516,7
"New York",2008,3,36.0679611650485,8
"New Jersey",2008,3,35.5483870967742,9
"Pennsylvania",2008,3,32.5957446808511,10
"Louisiana",2008,3,32.2903225806452,11
"Virginia",2008,3,32.25,12
"Missouri",2008,3,30,13
"Illinois",2008,3,29.2207792207792,14
"California",2008,3,27.865990990991,15
"North Carolina",2008,3,27.1290322580645,16
"Maryland",2008,3,26.8387096774194,17
"Texas",2008,3,25.8058252427184,18
"Connecticut",2008,3,25.3333333333333,19
"Oregon",2008,3,24.8275862068966,20
"Oklahoma",2008,3,21.8235294117647,21
"Arkansas",2008,3,19.0967741935484,22
"North Dakota",2008,3,17.8387096774194,23
"Iowa",2008,3,17.1,24
"Florida",2008,3,14.3064516129032,25
"Maine",2008,3,11.2903225806452,26
"Indiana",2008,3,11,27
"Wyoming",2008,3,7.74193548387097,28
"South Carolina",2008,3,5.93548387096774,29
"Arizona",2008,4,45.8461538461538,1
"Country Of Mexico",2008,4,44.6795454545455,2
"Colorado",2008,4,38.2333333333333,3
"Massachusetts",2008,4,37.9,4
"New York",2008,4,32.9583333333333,5
"District Of Columbia",2008,4,32.5333333333333,6
"Louisiana",2008,4,32.3333333333333,7
"Illinois",2008,4,31.3394495412844,8
"New Jersey",2008,4,30.6666666666667,9
"Kansas",2008,4,28.3666666666667,10
"Connecticut",2008,4,27.9333333333333,11
"Virginia",2008,4,27.5636363636364,12
"Pennsylvania",2008,4,27.2574906367041,13
"Missouri",2008,4,26.5,14
"Maryland",2008,4,25.864406779661,15
"California",2008,4,25.2845528455285,16
"North Carolina",2008,4,24.3333333333333,17
"Oklahoma",2008,4,23.7142857142857,18
"Texas",2008,4,23.5632183908046,19
"Indiana",2008,4,22.2933333333333,20
"Oregon",2008,4,21.8888888888889,21
"New Hampshire",2008,4,21.3,22
"Arkansas",2008,4,19.5666666666667,23
"North Dakota",2008,4,16.8333333333333,24
"Iowa",2008,4,16.8326530612245,25
"Florida",2008,4,13.35,26
"Maine",2008,4,6.51,27
"Wyoming",2008,4,4.5,28
"South Carolina",2008,4,4.1875,29
"Colorado",2008,5,37.6538461538462,1
"Arizona",2008,5,36.1685393258427,2
"District Of Columbia",2008,5,33.7,3
"Massachusetts",2008,5,33.3870967741936,4
"Kansas",2008,5,33.1935483870968,5
"Country Of Mexico",2008,5,32.495,6
"New Jersey",2008,5,30.5806451612903,7
"Missouri",2008,5,30.5483870967742,8
"New York",2008,5,29.2096774193548,9
"Louisiana",2008,5,27.3548387096774,10
"Illinois",2008,5,27.2742857142857,11
"Maryland",2008,5,25.1481481481481,12
"Pennsylvania",2008,5,23.3666666666667,13
"Connecticut",2008,5,22.3809523809524,14
"Indiana",2008,5,21.6,15
"North Carolina",2008,5,21.5833333333333,16
"Virginia",2008,5,20.9569892473118,17
"Arkansas",2008,5,19.6129032258065,18
"New Hampshire",2008,5,19.2258064516129,19
"California",2008,5,19.2171837708831,20
"Iowa",2008,5,18.2887096774194,21
"Texas",2008,5,18.1441441441441,22
"Oregon",2008,5,18.1,23
"Maine",2008,5,12.4448275862069,24
"North Dakota",2008,5,12.0645161290323,25
"Florida",2008,5,11.2142857142857,26
"Wyoming",2008,5,6.17857142857143,27
"South Carolina",2008,5,3.77777777777778,28
"Arizona",2008,6,37.9318181818182,1
"Colorado",2008,6,33.3448275862069,2
"District Of Columbia",2008,6,32.9666666666667,3
"Massachusetts",2008,6,32.9333333333333,4
"New York",2008,6,32.65,5
"Country Of Mexico",2008,6,31.5964285714286,6
"New Jersey",2008,6,29.3666666666667,7
"Kansas",2008,6,27.7586206896552,8
"Illinois",2008,6,27.090395480226,9
"Maryland",2008,6,25.5,10
"Louisiana",2008,6,22.7,11
"Connecticut",2008,6,22.1,12
"North Carolina",2008,6,21.8333333333333,13
"Pennsylvania",2008,6,21.8232380952381,14
"Virginia",2008,6,20.5188679245283,15
"California",2008,6,20.3490445859873,16
"Missouri",2008,6,20,17
"Indiana",2008,6,17.3466666666667,18
"Arkansas",2008,6,16.9,19
"Iowa",2008,6,16.088,20
"Texas",2008,6,14.552380952381,21
"New Hampshire",2008,6,13.5,22
"Oregon",2008,6,12.9230769230769,23
"Florida",2008,6,11.0377358490566,24
"North Dakota",2008,6,10.6333333333333,25
"Maine",2008,6,10.2263157894737,26
"Wyoming",2008,6,4.4,27
"South Carolina",2008,6,2.53333333333333,28
"Colorado",2008,7,39.2258064516129,1
"District Of Columbia",2008,7,34.9354838709677,2
"New York",2008,7,31.3771929824561,3
"Massachusetts",2008,7,28.9677419354839,4
"Kansas",2008,7,27.4074074074074,5
"New Jersey",2008,7,27,6
"Maryland",2008,7,26.9032258064516,7
"Illinois",2008,7,25.5376344086022,8
"Country Of Mexico",2008,7,24.2428571428571,9
"Louisiana",2008,7,23.8709677419355,10
"Missouri",2008,7,22.9354838709677,11
"Arizona",2008,7,22.4239130434783,12
"Connecticut",2008,7,22.1,13
"Pennsylvania",2008,7,21.2528846153846,14
"North Carolina",2008,7,21.1612903225806,15
"Indiana",2008,7,21.1290322580645,16
"Arkansas",2008,7,21,17
"Virginia",2008,7,20.1475409836066,18
"California",2008,7,17.4406392694064,19
"Iowa",2008,7,15.5370967741936,20
"Texas",2008,7,15.1016949152542,21
"Oregon",2008,7,13.1304347826087,22
"Maine",2008,7,12.3241935483871,23
"New Hampshire",2008,7,11.8709677419355,24
"Florida",2008,7,11.5,25
"North Dakota",2008,7,11.1935483870968,26
"Wyoming",2008,7,6.51612903225806,27
"Oklahoma",2008,7,5.77619047619048,28
"South Carolina",2008,7,2.28571428571429,29
"District Of Columbia",2008,8,40.1290322580645,1
"Colorado",2008,8,36.4516129032258,2
"New Jersey",2008,8,29.8064516129032,3
"Maryland",2008,8,29.1290322580645,4
"New York",2008,8,28.4774774774775,5
"Massachusetts",2008,8,27.8064516129032,6
"Kansas",2008,8,26.3225806451613,7
"Illinois",2008,8,25.6120689655172,8
"Missouri",2008,8,25.1290322580645,9
"Country Of Mexico",2008,8,22.8066666666667,10
"Virginia",2008,8,22.7540983606557,11
"Arizona",2008,8,22.0588235294118,12
"Pennsylvania",2008,8,21.9140186915888,13
"Indiana",2008,8,21.7451612903226,14
"Louisiana",2008,8,21.7096774193548,15
"Arkansas",2008,8,20.1290322580645,16
"North Carolina",2008,8,20.1290322580645,16
"Texas",2008,8,18.507614213198,18
"Connecticut",2008,8,18.258064516129,19
"California",2008,8,17.0701149425287,20
"Iowa",2008,8,16.7274193548387,21
"Oregon",2008,8,16.258064516129,22
"New Hampshire",2008,8,13.551724137931,23
"Maine",2008,8,10.9903225806452,24
"North Dakota",2008,8,9.93548387096774,25
"Florida",2008,8,9.85245901639344,26
"Oklahoma",2008,8,7.444,27
"Wyoming",2008,8,5.87096774193548,28
"South Carolina",2008,8,1.86666666666667,29
"Country Of Mexico",2008,9,39.9433333333333,1
"Colorado",2008,9,35.2083333333333,2
"Illinois",2008,9,34.9333333333333,3
"District Of Columbia",2008,9,34.5666666666667,4
"Arizona",2008,9,34.0847457627119,5
"Missouri",2008,9,32.1666666666667,6
"Indiana",2008,9,30.49,7
"New Jersey",2008,9,27.75,8
"Kansas",2008,9,27.4137931034483,9
"Oregon",2008,9,26.8275862068966,10
"Texas",2008,9,26.4377880184332,11
"Massachusetts",2008,9,26.2,12
"New York",2008,9,25.1260504201681,13
"Maryland",2008,9,24.7333333333333,14
"California",2008,9,22.6958128078818,15
"Virginia",2008,9,21.5047619047619,16
"Pennsylvania",2008,9,21.172514619883,17
"North Carolina",2008,9,19.4333333333333,18
"Connecticut",2008,9,19.2957746478873,19
"Louisiana",2008,9,18.7272727272727,20
"Arkansas",2008,9,18.4333333333333,21
"Iowa",2008,9,16.02,22
"New Hampshire",2008,9,14.7333333333333,23
"Maine",2008,9,12.7603773584906,24
"Oklahoma",2008,9,11.871875,25
"North Dakota",2008,9,9.9,26
"Florida",2008,9,7.53333333333333,27
"Wyoming",2008,9,6.66666666666667,28
"South Carolina",2008,9,2.6,29
"Country Of Mexico",2008,10,61.3352941176471,1
"Arizona",2008,10,43.3870967741936,2
"Colorado",2008,10,36.5161290322581,3
"District Of Columbia",2008,10,34.9032258064516,4
"Illinois",2008,10,33.6229508196721,5
"California",2008,10,33.3859250851305,6
"Connecticut",2008,10,31.5,7
"Louisiana",2008,10,30.6,8
"Texas",2008,10,29.6684210526316,9
"Missouri",2008,10,29.5483870967742,10
"Maryland",2008,10,28.7096774193548,11
"Massachusetts",2008,10,28.5806451612903,12
"North Carolina",2008,10,26.1935483870968,13
"New York",2008,10,25.5387096774194,14
"Arkansas",2008,10,25.1935483870968,15
"Kansas",2008,10,25.0645161290323,16
"Oregon",2008,10,24.2903225806452,17
"Pennsylvania",2008,10,23.5942379182156,18
"Virginia",2008,10,22.6379310344828,19
"Iowa",2008,10,18.9806451612903,20
"North Dakota",2008,10,14.3548387096774,21
"Maine",2008,10,13.6885245901639,22
"Florida",2008,10,11.5806451612903,23
"Oklahoma",2008,10,11.0212121212121,24
"Wyoming",2008,10,6.90322580645161,25
"South Carolina",2008,10,6,26
"Tennessee",2008,10,2.32962962962963,27
"Country Of Mexico",2008,11,44.5133333333333,1
"Arizona",2008,11,41.3983050847458,2
"Colorado",2008,11,36.9,3
"Louisiana",2008,11,32.4666666666667,4
"District Of Columbia",2008,11,32.4333333333333,5
"Pennsylvania",2008,11,31.9666666666667,6
"California",2008,11,31.3662790697674,7
"Massachusetts",2008,11,30.4666666666667,8
"Illinois",2008,11,30.2826086956522,9
"North Carolina",2008,11,30.2,10
"Texas",2008,11,29.5096153846154,11
"Connecticut",2008,11,27.6666666666667,12
"Maryland",2008,11,26,13
"Arkansas",2008,11,25.6666666666667,14
"Kansas",2008,11,24.9333333333333,15
"New York",2008,11,23.7609756097561,16
"Virginia",2008,11,21.6666666666667,17
"Florida",2008,11,19.8666666666667,18
"Oregon",2008,11,18.75,19
"Maine",2008,11,14.7051724137931,20
"North Dakota",2008,11,14.1,21
"Oklahoma",2008,11,12.6666666666667,22
"Wyoming",2008,11,5.18181818181818,23
"South Carolina",2008,11,5.1,24
"Tennessee",2008,11,3.08,25
"Country Of Mexico",2008,12,47.0222222222222,1
"Colorado",2008,12,41.2258064516129,2
"Arizona",2008,12,37.65,3
"Pennsylvania",2008,12,31.9290322580645,4
"Massachusetts",2008,12,31.6,5
"Illinois",2008,12,31.4695652173913,6
"District Of Columbia",2008,12,30.5161290322581,7
"Connecticut",2008,12,30.5161290322581,7
"California",2008,12,28.2304199772985,9
"Kansas",2008,12,27.9677419354839,10
"New York",2008,12,27.8405405405405,11
"Maryland",2008,12,26.6451612903226,12
"Texas",2008,12,25.6093596059113,13
"Louisiana",2008,12,25.258064516129,14
"North Carolina",2008,12,23.5483870967742,15
"Oregon",2008,12,22.6818181818182,16
"Virginia",2008,12,21.3333333333333,17
"Florida",2008,12,20.4516129032258,18
"Arkansas",2008,12,19.0322580645161,19
"Maine",2008,12,17.9048387096774,20
"North Dakota",2008,12,16.6363636363636,21
"Oklahoma",2008,12,10.2272727272727,22
"South Carolina",2008,12,5.20689655172414,23
"Tennessee",2008,12,3.40645161290323,24
"Country Of Mexico",2009,1,54.1878787878788,1
"District Of Columbia",2009,1,42.1290322580645,2
"Massachusetts",2009,1,40.5161290322581,3
"Illinois",2009,1,39.4093959731544,4
"Arizona",2009,1,39.2521008403361,5
"Pennsylvania",2009,1,39.2129032258065,6
"Connecticut",2009,1,38.4,7
"Colorado",2009,1,36.5806451612903,8
"Louisiana",2009,1,33.8064516129032,9
"Maryland",2009,1,32.3333333333333,10
"New York",2009,1,31.8434426229508,11
"California",2009,1,31.0186567164179,12
"Virginia",2009,1,29.3978494623656,13
"Texas",2009,1,29.1497674418605,14
"Kansas",2009,1,28.7096774193548,15
"North Dakota",2009,1,26.3333333333333,16
"North Carolina",2009,1,26.2857142857143,17
"Maine",2009,1,23.508064516129,18
"Arkansas",2009,1,23.1612903225806,19
"Florida",2009,1,22.7741935483871,20
"Oregon",2009,1,20.4516129032258,21
"Oklahoma",2009,1,8.25263157894737,22
"South Carolina",2009,1,6.41935483870968,23
"Tennessee",2009,1,3.32258064516129,24
"Country Of Mexico",2009,2,49.1,1
"Arizona",2009,2,40.5135135135135,2
"Pennsylvania",2009,2,38.4785714285714,3
"District Of Columbia",2009,2,37.7142857142857,4
"Colorado",2009,2,37.56,5
"Massachusetts",2009,2,37.2142857142857,6
"Illinois",2009,2,33,7
"Connecticut",2009,2,30.3076923076923,8
"New York",2009,2,30.0771653543307,9
"North Carolina",2009,2,30.037037037037,10
"Louisiana",2009,2,29.8214285714286,11
"Kansas",2009,2,29.2857142857143,12
"California",2009,2,27.1415094339623,13
"Maine",2009,2,26.3162162162162,14
"Texas",2009,2,26.0797169811321,15
"Maryland",2009,2,25.6666666666667,16
"Virginia",2009,2,24.3571428571429,17
"Arkansas",2009,2,24.1785714285714,18
"Oregon",2009,2,23.5714285714286,19
"Oklahoma",2009,2,23.3333333333333,20
"Florida",2009,2,17.6428571428571,21
"North Dakota",2009,2,16.5714285714286,22
"South Carolina",2009,2,5.42857142857143,23
"Tennessee",2009,2,2.32857142857143,24
"Arizona",2009,3,40.5403225806452,1
"District Of Columbia",2009,3,37.1612903225806,2
"Colorado",2009,3,35.6666666666667,3
"Massachusetts",2009,3,34.5806451612903,4
"Pennsylvania",2009,3,34.4783783783784,5
"Connecticut",2009,3,32.2424242424242,6
"Country Of Mexico",2009,3,30.4333333333333,7
"Illinois",2009,3,28.7297297297297,8
"Louisiana",2009,3,28.6774193548387,9
"New York",2009,3,28.1820689655172,10
"Maryland",2009,3,27.3157894736842,11
"Kansas",2009,3,25.3870967741935,12
"California",2009,3,24.9287531806616,13
"North Carolina",2009,3,24.8064516129032,14
"Virginia",2009,3,23.9893617021277,15
"Arkansas",2009,3,20.4838709677419,16
"Oregon",2009,3,20.3548387096774,17
"Texas",2009,3,20.2884615384615,18
"New Hampshire",2009,3,19.5,19
"Maine",2009,3,19.4596153846154,20
"North Dakota",2009,3,16.5483870967742,21
"Florida",2009,3,15.6129032258065,22
"Indiana",2009,3,14.2,23
"Oklahoma",2009,3,13.39,24
"Iowa",2009,3,6,25
"South Carolina",2009,3,3.96774193548387,26
"Tennessee",2009,3,2.76666666666667,27
"Arizona",2009,4,38.2307692307692,1
"District Of Columbia",2009,4,37.6666666666667,2
"Massachusetts",2009,4,34.5,3
"Colorado",2009,4,33.0740740740741,4
"New York",2009,4,28.0513333333333,5
"Kansas",2009,4,27.2,6
"Connecticut",2009,4,26.6744186046512,7
"Louisiana",2009,4,26.4,8
"Illinois",2009,4,26.1896551724138,9
"Pennsylvania",2009,4,25.6262711864407,10
"Virginia",2009,4,25.228813559322,11
"Maryland",2009,4,25.2,12
"Idaho",2009,4,25,13
"New Hampshire",2009,4,23.256,14
"Indiana",2009,4,23.1966666666667,15
"North Carolina",2009,4,22.9333333333333,16
"California",2009,4,22.887074829932,17
"Oregon",2009,4,22.8,18
"Arkansas",2009,4,21.9333333333333,19
"Texas",2009,4,20.5641176470588,20
"Iowa",2009,4,19.8977272727273,21
"Oklahoma",2009,4,15.8365384615385,22
"Florida",2009,4,13.8,23
"Maine",2009,4,13.7683333333333,24
"North Dakota",2009,4,10.4333333333333,25
"Ohio",2009,4,10.204347826087,26
"South Carolina",2009,4,4.71428571428571,27
"Arizona",2009,5,31.0659340659341,1
"District Of Columbia",2009,5,28.7666666666667,2
"Illinois",2009,5,28.5544554455446,3
"Virginia",2009,5,26.6451612903226,4
"Kansas",2009,5,26.5483870967742,5
"Louisiana",2009,5,25.9354838709677,6
"Massachusetts",2009,5,25.8387096774194,7
"Idaho",2009,5,24.4516129032258,8
"New York",2009,5,24.4122448979592,9
"Indiana",2009,5,22.6666666666667,10
"Maryland",2009,5,22,11
"Pennsylvania",2009,5,21.6221719457013,12
"Connecticut",2009,5,20.4137931034483,13
"Colorado",2009,5,19.3461538461538,14
"Iowa",2009,5,18.4258064516129,15
"Arkansas",2009,5,18.0645161290323,16
"California",2009,5,16.894385026738,17
"Oklahoma",2009,5,16.8774193548387,18
"Oregon",2009,5,16.8709677419355,19
"New Hampshire",2009,5,15.3275862068966,20
"Texas",2009,5,15.175138121547,21
"North Carolina",2009,5,13.4838709677419,22
"North Dakota",2009,5,11.9354838709677,23
"Maine",2009,5,11.5524590163934,24
"Florida",2009,5,9.83870967741935,25
"Ohio",2009,5,9.41612903225807,26
"South Carolina",2009,5,1.74193548387097,27
"Tennessee",2009,5,0.778947368421053,28
"District Of Columbia",2009,6,31.0666666666667,1
"Arizona",2009,6,27.5921052631579,2
"Illinois",2009,6,27.375,3
"Colorado",2009,6,25.7407407407407,4
"Louisiana",2009,6,24.8928571428571,5
"Indiana",2009,6,24.3066666666667,6
"Massachusetts",2009,6,23.3333333333333,7
"Virginia",2009,6,23,8
"Maryland",2009,6,22.5666666666667,9
"Kansas",2009,6,22.2,10
"North Carolina",2009,6,20.9333333333333,11
"Idaho",2009,6,19.6521739130435,12
"New York",2009,6,18.9064748201439,13
"Pennsylvania",2009,6,18.9004329004329,14
"Arkansas",2009,6,18.3,15
"Connecticut",2009,6,17.6666666666667,16
"Iowa",2009,6,14.52,17
"Oregon",2009,6,14.4117647058824,18
"California",2009,6,14.31241473397,19
"Florida",2009,6,14.1333333333333,20
"Oklahoma",2009,6,13.8023809523809,21
"Texas",2009,6,13.066265060241,22
"North Dakota",2009,6,12.4333333333333,23
"New Hampshire",2009,6,10.8642857142857,24
"Maine",2009,6,9.59833333333333,25
"Ohio",2009,6,7.72666666666667,26
"South Carolina",2009,6,2.03333333333333,27
"Tennessee",2009,6,0.913333333333334,28
"Kansas",2009,7,27.7037037037037,1
"District Of Columbia",2009,7,27.1612903225806,2
"Colorado",2009,7,26.7741935483871,3
"Idaho",2009,7,25.5263157894737,4
"Louisiana",2009,7,25.4838709677419,5
"Arizona",2009,7,23.3118279569892,6
"Massachusetts",2009,7,22.6774193548387,7
"Virginia",2009,7,22.4838709677419,8
"Illinois",2009,7,21.794964028777,9
"Maryland",2009,7,21.7096774193548,10
"Indiana",2009,7,20.7483870967742,11
"Connecticut",2009,7,19.4565217391304,12
"North Carolina",2009,7,19.1612903225806,13
"New York",2009,7,18.38125,14
"Arkansas",2009,7,17.9354838709677,15
"Pennsylvania",2009,7,17.6155102040816,16
"California",2009,7,16.4113842173351,17
"Oklahoma",2009,7,15.4659090909091,18
"Florida",2009,7,14.3548387096774,19
"Iowa",2009,7,14.25,20
"Oregon",2009,7,13,21
"New Hampshire",2009,7,12.3838709677419,22
"Texas",2009,7,12.3672043010753,23
"Maine",2009,7,8.21509433962264,24
"North Dakota",2009,7,8.16129032258065,25
"Ohio",2009,7,6.84838709677419,26
"South Carolina",2009,7,1.22222222222222,27
"Tennessee",2009,7,0.751612903225806,28
"Country Of Mexico",2009,8,29.91875,1
"Arizona",2009,8,29.8924731182796,2
"District Of Columbia",2009,8,29.0322580645161,3
"Colorado",2009,8,27.7777777777778,4
"Massachusetts",2009,8,26.6296296296296,5
"Maryland",2009,8,25.6451612903226,6
"Louisiana",2009,8,25.258064516129,7
"Virginia",2009,8,24.9677419354839,8
"Illinois",2009,8,22.9638554216867,9
"New York",2009,8,21.9409090909091,10
"Connecticut",2009,8,21.2682926829268,11
"California",2009,8,20.7606727037516,12
"Kansas",2009,8,20,13
"Arkansas",2009,8,19.7741935483871,14
"Indiana",2009,8,19.7,15
"North Carolina",2009,8,19.2258064516129,16
"Oregon",2009,8,18.8709677419355,17
"Pennsylvania",2009,8,18.6322314049587,18
"Iowa",2009,8,14.058064516129,19
"Texas",2009,8,13.9206730769231,20
"New Hampshire",2009,8,11.5161290322581,21
"Oklahoma",2009,8,11.0133333333333,22
"Florida",2009,8,9.89473684210526,23
"North Dakota",2009,8,9.87096774193548,24
"Maine",2009,8,7.64489795918367,25
"Ohio",2009,8,6.91428571428571,26
"South Carolina",2009,8,1.08333333333333,27
"Tennessee",2009,8,0.925806451612903,28
"Arizona",2009,9,31.5666666666667,1
"District Of Columbia",2009,9,30.8275862068966,2
"Kansas",2009,9,28.0666666666667,3
"Virginia",2009,9,27.5333333333333,4
"Illinois",2009,9,27.1477272727273,5
"Colorado",2009,9,26.9666666666667,6
"Massachusetts",2009,9,26.1,7
"California",2009,9,24.2233009708738,8
"Louisiana",2009,9,23.4666666666667,9
"Oregon",2009,9,21.0333333333333,10
"New York",2009,9,20.9827338129496,11
